antibiotic	num_obs	res_prop	lab_derived_prop	train_prop	val_prop	n_fold	fit_penalty	fit_mixture	f1_score	log2_apop	bal_acc	mcc	date	bug	model	model_scale	model_drug	model_data	model_colors	model_shapes
polymyxin	557	0.02	1	0.6	0.2	NA	1.00E-04	0	NA	-1	0.5	NA	2025-05-21	Pae	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
amikacin	694	0.18	1	0.6	0.2	NA	1.00E-04	0.2	0.49	1.92	0.67	0.72	2025-05-22	Pae	gene_all_count	gene	drug	all_count	#e6ab02	21
aztreonam	217	0.49	1	0.6	0.2	NA	0.04641588834	1	0.62	0.41	0.6	0.6	2025-05-22	Pae	gene_all_count	gene	drug	all_count	#e6ab02	21
cefepime	254	0.47	1	0.6	0.2	NA	0.1	1	0.64	0.53	0.66	0.66	2025-05-22	Pae	gene_all_count	gene	drug	all_count	#e6ab02	21
ceftazidime	829	0.46	1	0.6	0.2	NA	0.0215443469	0.4	0.71	0.8	0.75	0.76	2025-05-22	Pae	gene_all_count	gene	drug	all_count	#e6ab02	21
ceftazidime/avibactam	282	0.46	1	0.6	0.2	NA	0.0215443469	1	0.78	0.98	0.8	0.81	2025-05-22	Pae	gene_all_count	gene	drug	all_count	#e6ab02	21
ceftolozane/tazobactam	235	0.53	1	0.6	0.2	NA	0.1	0.8	0.86	0.8	0.85	0.85	2025-05-22	Pae	gene_all_count	gene	drug	all_count	#e6ab02	21
ciprofloxacin	677	0.54	1	0.6	0.2	NA	1.00E-04	0.2	0.78	0.75	0.8	0.8	2025-05-22	Pae	gene_all_count	gene	drug	all_count	#e6ab02	21
doripenem	68	0.71	1	0.6	0.2	NA	1.00E-04	0	0.87	0.42	0.62	0.72	2025-05-22	Pae	gene_all_count	gene	drug	all_count	#e6ab02	21
gentamicin	365	0.27	1	0.6	0.2	NA	0.04641588834	0.2	0.85	1.47	0.9	0.9	2025-05-22	Pae	gene_all_count	gene	drug	all_count	#e6ab02	21
imipenem	449	0.51	1	0.6	0.2	NA	0.004641588834	1	0.76	0.8	0.77	0.77	2025-05-22	Pae	gene_all_count	gene	drug	all_count	#e6ab02	21
levofloxacin	684	0.47	1	0.6	0.2	NA	0.1	0.2	0.79	0.89	0.82	0.83	2025-05-22	Pae	gene_all_count	gene	drug	all_count	#e6ab02	21
meropenem	835	0.55	1	0.6	0.2	NA	0.0215443469	0.8	0.75	0.58	0.72	0.72	2025-05-22	Pae	gene_all_count	gene	drug	all_count	#e6ab02	21
piperacillin	143	0.17	1	0.6	0.2	NA	1.00E-04	0.2	0	-0.63	0.46	0.46	2025-05-22	Pae	gene_all_count	gene	drug	all_count	#e6ab02	21
piperacillin/tazobactam	214	0.39	1	0.6	0.2	NA	1.00E-04	0	0.67	1.07	0.75	0.78	2025-05-22	Pae	gene_all_count	gene	drug	all_count	#e6ab02	21
tobramycin	606	0.29	1	0.6	0.2	NA	0.0215443469	0.2	0.78	1.58	0.83	0.86	2025-05-22	Pae	gene_all_count	gene	drug	all_count	#e6ab02	21
aminoglycosides	1059	0.33	1	0.6	0.2	NA	1.00E-04	0.4	0.83	1.51	0.86	0.88	2025-05-21	Pae	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
carbapenems	1068	0.54	1	0.6	0.2	NA	1.00E-04	0.8	0.83	0.72	0.81	0.81	2025-05-21	Pae	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
cephalosporins	261	0.49	1	0.6	0.2	NA	0.1	0.2	0.62	0.59	0.66	0.66	2025-05-21	Pae	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
fluoroquinolones	1011	0.52	1	0.6	0.2	NA	1.00E-04	1	0.75	0.64	0.75	0.75	2025-05-21	Pae	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
monobactams	217	0.49	1	0.6	0.2	NA	0.04641588834	1	0.62	0.41	0.6	0.6	2025-05-21	Pae	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
penicillins	244	0.52	1	0.6	0.2	NA	1.00E-04	0	0.94	0.88	0.94	0.94	2025-05-21	Pae	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
penicillins/beta-lactamase-inhibitor	218	0.41	1	0.6	0.2	NA	1.00E-04	0.2	0.55	0.96	0.66	0.69	2025-05-21	Pae	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
polymyxin	557	0.02	1	0.6	0.2	NA	1.00E-04	0.8	NA	-Inf	0.5	NA	2025-05-21	Pae	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
amoxicillin/clavulanic acid	18	0.5	1	0.6	0.2	NA	1.00E-04	0	0.5	-0.25	0.5	0.5	2025-05-19	Sau	domain_all_count	domain	drug	all_count	#66a61e	21
cefoxitin	1034	0.78	1	0.6	0.2	NA	1.00E-04	0.2	0.99	0.36	0.98	0.99	2025-05-19	Sau	domain_all_count	domain	drug	all_count	#66a61e	21
chloramphenicol	784	0.04	1	0.6	0.2	NA	1.00E-04	0.4	0.89	4.58	0.9	0.95	2025-05-19	Sau	domain_all_count	domain	drug	all_count	#66a61e	21
ciprofloxacin	2209	0.46	1	0.6	0.2	NA	0.004641588834	0.8	0.88	1.03	0.89	0.89	2025-05-19	Sau	domain_all_count	domain	drug	all_count	#66a61e	21
clindamycin	1086	0.38	1	0.6	0.2	NA	0.01	0.8	0.86	1.29	0.89	0.9	2025-05-19	Sau	domain_all_count	domain	drug	all_count	#66a61e	21
erythromycin	2351	0.37	1	0.6	0.2	NA	0.004641588834	0.6	0.85	1.28	0.88	0.88	2025-05-19	Sau	domain_all_count	domain	drug	all_count	#66a61e	21
florfenicol	17	0.53	1	0.6	0.2	NA	1.00E-04	0	1	0.92	1	1	2025-05-19	Sau	domain_all_count	domain	drug	all_count	#66a61e	21
fusidic acid	1956	0.15	1	0.6	0.2	NA	0.1	0.2	0.85	2.49	0.87	0.92	2025-05-19	Sau	domain_all_count	domain	drug	all_count	#66a61e	21
gentamicin	2382	0.12	1	0.6	0.2	NA	1.00E-04	0.4	0.97	2.95	0.98	0.98	2025-05-19	Sau	domain_all_count	domain	drug	all_count	#66a61e	21
kanamycin	58	0.31	1	0.6	0.2	NA	1.00E-04	0	1	1.69	1	1	2025-05-19	Sau	domain_all_count	domain	drug	all_count	#66a61e	21
levofloxacin	281	0.1	1	0.6	0.2	NA	1.00E-04	0	0.62	3.09	0.72	0.82	2025-05-19	Sau	domain_all_count	domain	drug	all_count	#66a61e	21
methicillin	1898	0.58	1	0.6	0.2	NA	1.00E-04	0.4	0.97	0.77	0.97	0.97	2025-05-19	Sau	domain_all_count	domain	drug	all_count	#66a61e	21
mupirocin	1292	0.03	1	0.6	0.2	NA	1.00E-04	0.2	0.67	3.87	0.87	0.83	2025-05-19	Sau	domain_all_count	domain	drug	all_count	#66a61e	21
oxacillin	610	0.24	1	0.6	0.2	NA	1.00E-04	0.4	0.84	1.95	0.9	0.9	2025-05-19	Sau	domain_all_count	domain	drug	all_count	#66a61e	21
penicillin	1358	0.88	1	0.6	0.2	NA	0.04641588834	0.2	0.98	0.17	0.93	0.92	2025-05-19	Sau	domain_all_count	domain	drug	all_count	#66a61e	21
rifampin	1990	0.02	1	0.6	0.2	NA	1.00E-04	0.2	0	0	0.49	0.49	2025-05-19	Sau	domain_all_count	domain	drug	all_count	#66a61e	21
tetracycline	1992	0.17	1	0.6	0.2	NA	0.0215443469	0.2	0.74	2.3	0.81	0.85	2025-05-19	Sau	domain_all_count	domain	drug	all_count	#66a61e	21
tiamulin	17	0.59	1	0.6	0.2	NA	1.00E-04	0	1	0.76	1	1	2025-05-19	Sau	domain_all_count	domain	drug	all_count	#66a61e	21
tigecycline	21	0.48	1	0.6	0.2	NA	1.00E-04	0	1	1.06	1	1	2025-05-19	Sau	domain_all_count	domain	drug	all_count	#66a61e	21
tobramycin	62	0.29	1	0.6	0.2	NA	1.00E-04	0.2	1	1.79	1	1	2025-05-19	Sau	domain_all_count	domain	drug	all_count	#66a61e	21
trimethoprim	559	0.04	1	0.6	0.2	NA	0.01	0.4	0.67	3.81	0.75	0.85	2025-05-19	Sau	domain_all_count	domain	drug	all_count	#66a61e	21
trimethoprim/sulfamethoxazole	719	0.25	1	0.6	0.2	NA	1.00E-04	0.2	0.89	1.91	0.92	0.92	2025-05-19	Sau	domain_all_count	domain	drug	all_count	#66a61e	21
vancomycin	1343	0.03	1	0.6	0.2	NA	1.00E-04	0.2	1	5.06	1	1	2025-05-19	Sau	domain_all_count	domain	drug	all_count	#66a61e	21
aminoacyl-trna synthetase inhibitor	1292	0.03	1	0.6	0.2	NA	1.00E-04	0.2	0.8	4.89	0.86	0.9	2025-05-20	Sau	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
aminoglycosides	2382	0.12	1	0.6	0.2	NA	1.00E-04	0.2	0.99	3.06	0.99	1	2025-05-20	Sau	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
amphenicols	801	0.05	1	0.6	0.2	NA	0.0215443469	0.6	0.83	3.87	0.86	0.92	2025-05-20	Sau	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
cephalosporins	1052	0.78	1	0.6	0.2	NA	1.00E-04	0.2	0.99	0.36	0.98	0.98	2025-05-20	Sau	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
fluoroquinolones	2481	0.42	1	0.6	0.2	NA	1.00E-04	0.6	0.9	1.18	0.92	0.92	2025-05-20	Sau	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
fusidane	1956	0.15	1	0.6	0.2	NA	0.0215443469	0.2	0.85	2.54	0.88	0.91	2025-05-20	Sau	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
glycopeptides	1343	0.03	1	0.6	0.2	NA	1.00E-04	0.2	1	5.06	1	1	2025-05-20	Sau	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
lincosamides	1086	0.38	1	0.6	0.2	NA	0.0215443469	0.8	0.85	1.26	0.88	0.89	2025-05-20	Sau	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
macrolides	2351	0.37	1	0.6	0.2	NA	0.01	0.8	0.81	1.3	0.85	0.85	2025-05-20	Sau	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
penicillins	2510	0.87	1	0.6	0.2	NA	1.00E-04	0.4	0.98	0.17	0.88	0.9	2025-05-20	Sau	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
penicillins/beta-lactamase-inhibitor	18	0.5	1	0.6	0.2	NA	1.00E-04	0	0.5	-0.25	0.5	0.5	2025-05-20	Sau	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
pleuromutilin	17	0.59	1	0.6	0.2	NA	1.00E-04	0	1	0.76	1	1	2025-05-20	Sau	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
rifamycins	1990	0.02	1	0.6	0.2	NA	1.00E-04	0.2	0.29	3.25	0.59	0.67	2025-05-20	Sau	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
tetracyclines	2011	0.16	1	0.6	0.2	NA	0.01	1	0.79	2.41	0.85	0.88	2025-05-20	Sau	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
trimethoprim-derivatives	559	0.04	1	0.6	0.2	NA	0.01	0.4	0.67	3.81	0.75	0.85	2025-05-20	Sau	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
trimethoprim/sulfonamides	719	0.25	1	0.6	0.2	NA	1.00E-04	1	0.87	1.91	0.91	0.92	2025-05-20	Sau	domain_all_count_class	domain	drug_class	all_count	#66a61e	21
amoxicillin/clavulanic acid	18	0.5	1	0.6	0.2	NA	1.00E-04	0	0.5	-0.25	0.5	0.5	2025-05-19	Sau	gene_all_count	gene	drug	all_count	#e6ab02	21
cefoxitin	1034	0.78	1	0.6	0.2	NA	1.00E-04	0.2	1	0.36	0.99	0.99	2025-05-19	Sau	gene_all_count	gene	drug	all_count	#e6ab02	21
chloramphenicol	784	0.04	1	0.6	0.2	NA	1.00E-04	0.2	0.89	4.48	0.9	0.95	2025-05-19	Sau	gene_all_count	gene	drug	all_count	#e6ab02	21
ciprofloxacin	2209	0.46	1	0.6	0.2	NA	0.01	1	0.92	1.06	0.92	0.93	2025-05-19	Sau	gene_all_count	gene	drug	all_count	#e6ab02	21
clindamycin	1086	0.38	1	0.6	0.2	NA	1.00E-04	0.8	0.93	1.35	0.94	0.95	2025-05-19	Sau	gene_all_count	gene	drug	all_count	#e6ab02	21
erythromycin	2351	0.37	1	0.6	0.2	NA	0.004641588834	0.8	0.95	1.41	0.96	0.96	2025-05-19	Sau	gene_all_count	gene	drug	all_count	#e6ab02	21
florfenicol	17	0.53	1	0.6	0.2	NA	1.00E-04	0	1	0.92	1	1	2025-05-19	Sau	gene_all_count	gene	drug	all_count	#e6ab02	21
fusidic acid	1956	0.15	1	0.6	0.2	NA	0.0215443469	0.8	0.85	2.54	0.88	0.92	2025-05-19	Sau	gene_all_count	gene	drug	all_count	#e6ab02	21
gentamicin	2382	0.12	1	0.6	0.2	NA	1.00E-04	0.4	0.95	2.95	0.98	0.97	2025-05-19	Sau	gene_all_count	gene	drug	all_count	#e6ab02	21
kanamycin	58	0.31	1	0.6	0.2	NA	1.00E-04	0	1	1.69	1	1	2025-05-19	Sau	gene_all_count	gene	drug	all_count	#e6ab02	21
levofloxacin	281	0.1	1	0.6	0.2	NA	1.00E-04	0	0.62	3.14	0.72	0.82	2025-05-19	Sau	gene_all_count	gene	drug	all_count	#e6ab02	21
methicillin	1898	0.58	1	0.6	0.2	NA	0.1	0.2	0.99	0.77	0.98	0.98	2025-05-19	Sau	gene_all_count	gene	drug	all_count	#e6ab02	21
mupirocin	1292	0.03	1	0.6	0.2	NA	1.00E-04	0.2	0.5	3.22	0.87	0.76	2025-05-19	Sau	gene_all_count	gene	drug	all_count	#e6ab02	21
oxacillin	610	0.24	1	0.6	0.2	NA	1.00E-04	0.2	0.86	2.01	0.92	0.91	2025-05-19	Sau	gene_all_count	gene	drug	all_count	#e6ab02	21
penicillin	1358	0.88	1	0.6	0.2	NA	0.04641588834	0.4	0.99	0.14	0.95	0.95	2025-05-19	Sau	gene_all_count	gene	drug	all_count	#e6ab02	21
rifampin	1990	0.02	1	0.6	0.2	NA	1.00E-04	0.2	0	0	0.49	0.49	2025-05-19	Sau	gene_all_count	gene	drug	all_count	#e6ab02	21
tetracycline	1992	0.17	1	0.6	0.2	NA	0.004641588834	1	0.95	2.5	0.97	0.97	2025-05-19	Sau	gene_all_count	gene	drug	all_count	#e6ab02	21
tiamulin	17	0.59	1	0.6	0.2	NA	1.00E-04	0	1	0.76	1	1	2025-05-19	Sau	gene_all_count	gene	drug	all_count	#e6ab02	21
tigecycline	21	0.48	1	0.6	0.2	NA	1.00E-04	0	1	1.06	1	1	2025-05-19	Sau	gene_all_count	gene	drug	all_count	#e6ab02	21
tobramycin	62	0.29	1	0.6	0.2	NA	1.00E-04	0.2	1	1.79	1	1	2025-05-19	Sau	gene_all_count	gene	drug	all_count	#e6ab02	21
trimethoprim	559	0.04	1	0.6	0.2	NA	1.00E-04	0.4	0.57	3.7	0.75	0.78	2025-05-19	Sau	gene_all_count	gene	drug	all_count	#e6ab02	21
trimethoprim/sulfamethoxazole	719	0.25	1	0.6	0.2	NA	0.0215443469	0.6	0.9	1.93	0.93	0.93	2025-05-19	Sau	gene_all_count	gene	drug	all_count	#e6ab02	21
vancomycin	1343	0.03	1	0.6	0.2	NA	1.00E-04	0	1	5.06	1	1	2025-05-19	Sau	gene_all_count	gene	drug	all_count	#e6ab02	21
aminoacyl-trna synthetase inhibitor	1292	0.03	1	0.6	0.2	NA	1.00E-04	1	0.8	4.42	0.86	0.9	2025-05-20	Sau	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
aminoglycosides	2382	0.12	1	0.6	0.2	NA	0.0215443469	0.4	1	3.06	1	1	2025-05-20	Sau	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
amphenicols	801	0.05	1	0.6	0.2	NA	1.00E-04	1	0.86	4.14	0.93	0.93	2025-05-20	Sau	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
cephalosporins	1052	0.78	1	0.6	0.2	NA	1.00E-04	0.2	0.99	0.36	0.98	0.98	2025-05-20	Sau	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
fluoroquinolones	2481	0.42	1	0.6	0.2	NA	0.01	1	0.93	1.22	0.94	0.94	2025-05-20	Sau	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
fusidane	1956	0.15	1	0.6	0.2	NA	0.1	0.2	0.85	2.57	0.87	0.92	2025-05-20	Sau	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
glycopeptides	1343	0.03	1	0.6	0.2	NA	1.00E-04	0	1	5.06	1	1	2025-05-20	Sau	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
lincosamides	1086	0.38	1	0.6	0.2	NA	0.04641588834	0.2	0.86	1.28	0.89	0.9	2025-05-20	Sau	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
macrolides	2351	0.37	1	0.6	0.2	NA	1.00E-04	0.4	0.95	1.41	0.96	0.96	2025-05-20	Sau	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
penicillins	2510	0.87	1	0.6	0.2	NA	0.0215443469	0.4	0.98	0.19	0.89	0.91	2025-05-20	Sau	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
penicillins/beta-lactamase-inhibitor	18	0.5	1	0.6	0.2	NA	1.00E-04	0	0.5	-0.25	0.5	0.5	2025-05-20	Sau	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
pleuromutilin	17	0.59	1	0.6	0.2	NA	1.00E-04	0	1	0.76	1	1	2025-05-20	Sau	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
rifamycins	1990	0.02	1	0.6	0.2	NA	1.00E-04	0.2	0.15	2.58	0.54	0.6	2025-05-20	Sau	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
tetracyclines	2011	0.16	1	0.6	0.2	NA	1.00E-04	0.8	0.94	2.58	0.96	0.96	2025-05-20	Sau	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
trimethoprim-derivatives	559	0.04	1	0.6	0.2	NA	1.00E-04	0.4	0.57	3.7	0.75	0.78	2025-05-20	Sau	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
trimethoprim/sulfonamides	719	0.25	1	0.6	0.2	NA	0.04641588834	0.8	0.9	1.9	0.93	0.93	2025-05-20	Sau	gene_all_count_class	gene	drug_class	all_count	#e6ab02	21
amikacin	1278	0.6	1	0.6	0.2	NA	0.0215443469	0.8	0.96	0.72	0.94	0.95	2025-05-29	Aba	protein_all_count	protein	drug	all_count	skyblue	21
carbapenem	189	0.62	1	0.6	0.2	NA	1.00E-04	0	0.94	0.62	0.91	0.92	2025-05-29	Aba	protein_all_count	protein	drug	all_count	skyblue	21
cefepime	496	0.86	1	0.6	0.2	NA	1.00E-04	0	0.95	0.2	0.74	0.79	2025-05-29	Aba	protein_all_count	protein	drug	all_count	skyblue	21
cefotaxime	743	0.96	1	0.6	0.2	NA	0.1	0.2	0.98	0.04	0.5	NA	2025-05-29	Aba	protein_all_count	protein	drug	all_count	skyblue	21
ceftazidime	1234	0.84	1	0.6	0.2	NA	1.00E-04	0	0.98	0.25	0.91	0.94	2025-05-29	Aba	protein_all_count	protein	drug	all_count	skyblue	21
ceftriaxone	1058	0.92	1	0.6	0.2	NA	0.00215443469	1	0.98	0.12	0.77	0.79	2025-05-29	Aba	protein_all_count	protein	drug	all_count	skyblue	21
ciprofloxacin	1415	0.89	1	0.6	0.2	NA	0.01	0.4	0.96	0.15	0.77	0.83	2025-05-29	Aba	protein_all_count	protein	drug	all_count	skyblue	21
colistin	373	0.06	1	0.6	0.2	NA	0.01	1	0.67	3.37	0.75	0.85	2025-05-29	Aba	protein_all_count	protein	drug	all_count	skyblue	21
doripenem	197	0.3	1	0.6	0.2	NA	1.00E-04	1	1	1.74	1	1	2025-05-29	Aba	protein_all_count	protein	drug	all_count	skyblue	21
doxycycline	148	0.64	1	0.6	0.2	NA	0.1	0.4	0.95	0.61	0.93	0.93	2025-05-29	Aba	protein_all_count	protein	drug	all_count	skyblue	21
gentamicin	1339	0.87	1	0.6	0.2	NA	1.00E-04	1	0.96	0.19	0.78	0.84	2025-05-29	Aba	protein_all_count	protein	drug	all_count	skyblue	21
imipenem	1542	0.51	1	0.6	0.2	NA	0.04641588834	0.4	0.92	0.91	0.92	0.92	2025-05-29	Aba	protein_all_count	protein	drug	all_count	skyblue	21
levofloxacin	928	0.79	1	0.6	0.2	NA	1.00E-04	0	0.96	0.33	0.87	0.89	2025-05-29	Aba	protein_all_count	protein	drug	all_count	skyblue	21
meropenem	723	0.66	1	0.6	0.2	NA	1.00E-04	0.8	0.96	0.58	0.94	0.95	2025-05-29	Aba	protein_all_count	protein	drug	all_count	skyblue	21
minocycline	128	0.2	1	0.6	0.2	NA	1.00E-04	0	NA	1.32	0.5	NA	2025-05-29	Aba	protein_all_count	protein	drug	all_count	skyblue	21
moxifloxacin	79	0.65	1	0.6	0.2	NA	1.00E-04	0	0.87	0.56	0.79	0.8	2025-05-29	Aba	protein_all_count	protein	drug	all_count	skyblue	21
nalidixic acid	86	0.93	1	0.6	0.2	NA	1.00E-04	0	1	0.1	NA	NA	2025-05-29	Aba	protein_all_count	protein	drug	all_count	skyblue	21
neomycin	63	0.92	1	0.6	0.2	NA	1.00E-04	0	1	0.12	1	1	2025-05-29	Aba	protein_all_count	protein	drug	all_count	skyblue	21
polymyxin B	107	0.14	1	0.6	0.2	NA	1.00E-04	0.2	0.67	1.48	0.81	0.81	2025-05-29	Aba	protein_all_count	protein	drug	all_count	skyblue	21
tetracycline	960	0.75	1	0.6	0.2	NA	0.04641588834	0.4	0.97	0.39	0.92	0.93	2025-05-29	Aba	protein_all_count	protein	drug	all_count	skyblue	21
tobramycin	1066	0.67	1	0.6	0.2	NA	0.0215443469	0.6	0.91	0.55	0.83	0.85	2025-05-29	Aba	protein_all_count	protein	drug	all_count	skyblue	21
imipenem	93	0.63	1	0.6	0.2	NA	0.004641588834	0.8	0.96	0.65	0.93	0.94	2025-05-29	Esp.	protein_all_count	protein	drug	all_count	skyblue	21
gentamicin	167	0.47	1	0.6	0.2	NA	1.00E-04	0.2	0.91	1.06	0.92	0.92	2025-05-29	Esp.	protein_all_count	protein	drug	all_count	skyblue	21
meropenem	159	0.31	1	0.6	0.2	NA	1.00E-04	0.2	0.62	1.44	0.73	0.77	2025-05-29	Esp.	protein_all_count	protein	drug	all_count	skyblue	21
ciprofloxacin	119	0.61	1	0.6	0.2	NA	0.04641588834	0.8	0.84	0.59	0.78	0.79	2025-05-29	Esp.	protein_all_count	protein	drug	all_count	skyblue	21
amikacin	188	0.09	1	0.6	0.2	NA	1.00E-04	0.4	0.67	2.87	0.75	0.84	2025-05-29	Esp.	protein_all_count	protein	drug	all_count	skyblue	21
cefotaxime	182	0.97	1	0.6	0.2	NA	1.00E-04	0	0.94	-0.01	0.49	0.48	2025-05-29	Esp.	protein_all_count	protein	drug	all_count	skyblue	21
levofloxacin	102	0.56	1	0.6	0.2	NA	1.00E-04	0.2	0.86	0.78	0.88	0.88	2025-05-29	Esp.	protein_all_count	protein	drug	all_count	skyblue	21
ceftazidime	113	0.94	1	0.6	0.2	NA	1.00E-04	0	0.98	0.09	0.5	NA	2025-05-29	Esp.	protein_all_count	protein	drug	all_count	skyblue	21
trimethoprim/sulfamethoxazole	92	0.53	1	0.6	0.2	NA	1.00E-04	0.2	0.95	0.89	0.94	0.95	2025-05-29	Esp.	protein_all_count	protein	drug	all_count	skyblue	21
cefepime	105	0.68	1	0.6	0.2	NA	0.04641588834	0.2	0.91	0.5	0.79	0.85	2025-05-29	Esp.	protein_all_count	protein	drug	all_count	skyblue	21
ertapenem	227	0.89	1	0.6	0.2	NA	1.00E-04	0	0.92	-0.07	0.5	NA	2025-05-29	Esp.	protein_all_count	protein	drug	all_count	skyblue	21
tigecycline	129	0.26	1	0.6	0.2	NA	1.00E-04	0.2	0.25	0.91	0.57	0.66	2025-05-29	Esp.	protein_all_count	protein	drug	all_count	skyblue	21
tobramycin	159	0.65	1	0.6	0.2	NA	0.1	0.4	0.95	0.62	0.91	0.93	2025-05-29	Esp.	protein_all_count	protein	drug	all_count	skyblue	21
tetracycline	65	0.37	1	0.6	0.2	NA	1.00E-04	0.6	0.29	0.55	0.54	0.56	2025-05-29	Esp.	protein_all_count	protein	drug	all_count	skyblue	21
piperacillin/tazobactam	190	0.93	1	0.6	0.2	NA	1.00E-04	0.2	0.97	0.09	0.5	NA	2025-05-29	Esp.	protein_all_count	protein	drug	all_count	skyblue	21
doripenem	43	0.49	1	0.6	0.2	NA	1.00E-04	1	0.89	0.96	0.9	0.91	2025-05-29	Esp.	protein_all_count	protein	drug	all_count	skyblue	21
chloramphenicol	15	0.47	1	0.6	0.2	NA	1.00E-04	0.2	NA	1.09	0.5	NA	2025-05-29	Esp.	protein_all_count	protein	drug	all_count	skyblue	21
carbapenem	65	0.49	1	0.6	0.2	NA	1.00E-04	0.2	1	1.03	1	1	2025-05-29	Esp.	protein_all_count	protein	drug	all_count	skyblue	21
beta-lactam	114	0.72	1	0.6	0.2	NA	0.1	0.4	0.81	0.21	0.58	0.6	2025-05-29	Esp.	protein_all_count	protein	drug	all_count	skyblue	21
trimotheprim	112	0.29	1	0.6	0.2	NA	0.04641588834	1	0.8	1.74	0.87	0.85	2025-05-29	Esp.	protein_all_count	protein	drug	all_count	skyblue	21
fluoroquinolones	112	0.28	1	0.6	0.2	NA	1.00E-04	0	0.4	0.95	0.61	0.66	2025-05-29	Esp.	protein_all_count	protein	drug	all_count	skyblue	21
aminogycosides	112	0.24	1	0.6	0.2	NA	0.1	1	0.67	1.74	0.77	0.77	2025-05-29	Esp.	protein_all_count	protein	drug	all_count	skyblue	21
trimethoprim/sulfamethoxazole	92	0.53	1	0.6	0.2	NA	1.00E-04	0.2	0.95	0.89	0.94	0.95	2025-05-29	Esp.	protein_all_count	protein	drug	all_count	skyblue	21
vancomycin	896	0.61	1	0.6	0.2	NA	1.00E-04	0.2	0.99	0.71	0.99	0.99	2025-05-29	Efa	protein_all_count	protein	drug	all_count	skyblue	21
daptomycin	251	0.19	1	0.6	0.2	NA	1.00E-04	0	0.75	2.21	0.8	0.87	2025-05-29	Efa	protein_all_count	protein	drug	all_count	skyblue	21
linezolid	230	0.27	1	0.6	0.2	NA	1.00E-04	0.2	0.92	1.85	0.95	0.95	2025-05-29	Efa	protein_all_count	protein	drug	all_count	skyblue	21
streptomycin	169	0.49	1	0.6	0.2	NA	1.00E-04	0	1	1.03	1	1	2025-05-29	Efa	protein_all_count	protein	drug	all_count	skyblue	21
gentamicin	210	0.33	1	0.6	0.2	NA	1.00E-04	0	0.9	1.08	0.93	0.92	2025-05-29	Efa	protein_all_count	protein	drug	all_count	skyblue	21
teicoplanin	153	0.82	1	0.6	0.2	NA	1.00E-04	0.2	1	0.29	1	1	2025-05-29	Efa	protein_all_count	protein	drug	all_count	skyblue	21
chloramphenicol	37	0.81	1	0.6	0.2	NA	1.00E-04	0.2	1	0.3	1	1	2025-05-29	Efa	protein_all_count	protein	drug	all_count	skyblue	21
synercid	40	0.2	1	0.6	0.2	NA	1.00E-04	1	1	2.32	1	1	2025-05-29	Efa	protein_all_count	protein	drug	all_count	skyblue	21
nitrofurantoin	40	0.85	1	0.6	0.2	NA	1.00E-04	0	0.93	0.23	0.75	0.83	2025-05-29	Efa	protein_all_count	protein	drug	all_count	skyblue	21
tetracycline	12	0.5	1	0.6	0.2	NA	1.00E-04	0	0.67	1	0.75	0.79	2025-05-29	Efa	protein_all_count	protein	drug	all_count	skyblue	21
